Entity,Code,Day,daily_vaccinations
Hawaii,,2021/2/15,5306
Hawaii,,2021/2/16,6162
Hawaii,,2021/2/17,6669
Hawaii,,2021/2/18,6682
Hawaii,,2021/2/19,13223
Hawaii,,2021/2/20,13564
Hawaii,,2021/2/21,13968
Hawaii,,2021/2/22,14306
Hawaii,,2021/2/23,13775
Hawaii,,2021/2/24,14151
Hawaii,,2021/2/25,14501
Hawaii,,2021/2/26,8248
Hawaii,,2021/2/27,8288
Hawaii,,2021/2/28,8547
Hawaii,,2021/3/1,8332
Hawaii,,2021/3/2,8453
Hawaii,,2021/3/3,8489
Hawaii,,2021/3/4,8910
Hawaii,,2021/3/5,8984
Hawaii,,2021/3/6,9085
Hawaii,,2021/3/7,7605
Hawaii,,2021/3/8,9049
Hawaii,,2021/3/9,10190
Hawaii,,2021/3/10,10952
Hawaii,,2021/3/11,11146
Hawaii,,2021/3/12,11641
Hawaii,,2021/3/13,11817
Hawaii,,2021/3/14,13143
Hawaii,,2021/3/15,12178
Hawaii,,2021/3/16,11718
Hawaii,,2021/3/17,11894
Hawaii,,2021/3/18,11919
Hawaii,,2021/3/19,11998
Hawaii,,2021/3/20,11797
Hawaii,,2021/3/21,11783
Hawaii,,2021/3/22,10853
Hawaii,,2021/3/23,10800
Hawaii,,2021/3/24,10424
Hawaii,,2021/3/25,9989
Hawaii,,2021/3/26,10306
Hawaii,,2021/3/27,8751
Hawaii,,2021/3/28,7371
Hawaii,,2021/3/29,10179
Hawaii,,2021/3/30,10141
Hawaii,,2021/3/31,10497
Hawaii,,2021/4/1,10735
Hawaii,,2021/4/2,10361
Hawaii,,2021/4/3,11625
Hawaii,,2021/4/4,13645
Hawaii,,2021/4/5,11187
Hawaii,,2021/4/6,11168
Hawaii,,2021/4/7,11236
Hawaii,,2021/4/8,11593
Hawaii,,2021/4/9,12049
Hawaii,,2021/4/10,10791
Hawaii,,2021/4/11,11027
Hawaii,,2021/4/12,12837
Hawaii,,2021/4/13,13327
Hawaii,,2021/4/14,13885
Hawaii,,2021/4/15,13747
Hawaii,,2021/4/16,13592
Hawaii,,2021/4/17,15152
Hawaii,,2021/4/18,14637
Hawaii,,2021/4/19,12779
Hawaii,,2021/4/20,30225
Hawaii,,2021/4/21,29677
Hawaii,,2021/4/22,29961
Hawaii,,2021/4/23,29523
Hawaii,,2021/4/24,30289
Hawaii,,2021/4/25,31217
Hawaii,,2021/4/26,32029
Hawaii,,2021/4/27,14920
Hawaii,,2021/4/28,15122
Hawaii,,2021/4/29,14898
Hawaii,,2021/4/30,15272
Hawaii,,2021/5/1,14844
Hawaii,,2021/5/2,13790
Hawaii,,2021/5/3,12918
Hawaii,,2021/5/4,11369
Hawaii,,2021/5/5,9875
Hawaii,,2021/5/6,7909
Hawaii,,2021/5/7,20612
Hawaii,,2021/5/8,19562
Hawaii,,2021/5/9,19110
Hawaii,,2021/5/10,18343
Hawaii,,2021/5/11,19318
Hawaii,,2021/5/12,19338
Hawaii,,2021/5/13,21231
Hawaii,,2021/5/14,7403
Hawaii,,2021/5/15,9763
Hawaii,,2021/5/16,8628
Hawaii,,2021/5/17,12966
Hawaii,,2021/5/18,12501
Hawaii,,2021/5/19,13888
Hawaii,,2021/5/20,14078
Hawaii,,2021/5/21,14895
Hawaii,,2021/5/22,13124
Hawaii,,2021/5/23,13117
Hawaii,,2021/5/24,10751
Hawaii,,2021/5/25,11133
Hawaii,,2021/5/26,9806
Idaho,,2021/1/13,3027
Idaho,,2021/1/14,3370
Idaho,,2021/1/15,3597
Idaho,,2021/1/16,3781
Idaho,,2021/1/17,3892
Idaho,,2021/1/18,3966
Idaho,,2021/1/19,4019
Idaho,,2021/1/20,4342
Idaho,,2021/1/21,4398
Idaho,,2021/1/22,4479
Idaho,,2021/1/23,4524
Idaho,,2021/1/24,4546
Idaho,,2021/1/25,4519
Idaho,,2021/1/26,4256
Idaho,,2021/1/27,3961
Idaho,,2021/1/28,4204
Idaho,,2021/1/29,4412
Idaho,,2021/1/30,4584
Idaho,,2021/1/31,4822
Idaho,,2021/2/1,4729
Idaho,,2021/2/2,4697
Idaho,,2021/2/3,5056
Idaho,,2021/2/4,5585
Idaho,,2021/2/5,7217
Idaho,,2021/2/6,8784
Idaho,,2021/2/7,9257
Idaho,,2021/2/8,10173
Idaho,,2021/2/9,10311
Idaho,,2021/2/10,10428
Idaho,,2021/2/11,10309
Idaho,,2021/2/12,7810
Idaho,,2021/2/13,6481
Idaho,,2021/2/14,8088
Idaho,,2021/2/15,8196
Idaho,,2021/2/16,9257
Idaho,,2021/2/17,9256
Idaho,,2021/2/18,9202
Idaho,,2021/2/19,12941
Idaho,,2021/2/20,13126
Idaho,,2021/2/21,12006
Idaho,,2021/2/22,11898
Idaho,,2021/2/23,10974
Idaho,,2021/2/24,10909
Idaho,,2021/2/25,11216
Idaho,,2021/2/26,8924
Idaho,,2021/2/27,9276
Idaho,,2021/2/28,9433
Idaho,,2021/3/1,9715
Idaho,,2021/3/2,9885
Idaho,,2021/3/3,10346
Idaho,,2021/3/4,10173
Idaho,,2021/3/5,10768
Idaho,,2021/3/6,11290
Idaho,,2021/3/7,11239
Idaho,,2021/3/8,11146
Idaho,,2021/3/9,11368
Idaho,,2021/3/10,11225
Idaho,,2021/3/11,11396
Idaho,,2021/3/12,11431
Idaho,,2021/3/13,11251
Idaho,,2021/3/14,11304
Idaho,,2021/3/15,11055
Idaho,,2021/3/16,10980
Idaho,,2021/3/17,9892
Idaho,,2021/3/18,11219
Idaho,,2021/3/19,11505
Idaho,,2021/3/20,12307
Idaho,,2021/3/21,12776
Idaho,,2021/3/22,12968
Idaho,,2021/3/23,12979
Idaho,,2021/3/24,14230
Idaho,,2021/3/25,13179
Idaho,,2021/3/26,13121
Idaho,,2021/3/27,12648
Idaho,,2021/3/28,12634
Idaho,,2021/3/29,12358
Idaho,,2021/3/30,12002
Idaho,,2021/3/31,12282
Idaho,,2021/4/1,12565
Idaho,,2021/4/2,12527
Idaho,,2021/4/3,12716
Idaho,,2021/4/4,12740
Idaho,,2021/4/5,12816
Idaho,,2021/4/6,12553
Idaho,,2021/4/7,12809
Idaho,,2021/4/8,12618
Idaho,,2021/4/9,12949
Idaho,,2021/4/10,12854
Idaho,,2021/4/11,13251
Idaho,,2021/4/12,13389
Idaho,,2021/4/13,13740
Idaho,,2021/4/14,10747
Idaho,,2021/4/15,10592
Idaho,,2021/4/16,10163
Idaho,,2021/4/17,9894
Idaho,,2021/4/18,9230
Idaho,,2021/4/19,8700
Idaho,,2021/4/20,8553
Idaho,,2021/4/21,10991
Idaho,,2021/4/22,10712
Idaho,,2021/4/23,10436
Idaho,,2021/4/24,10070
Idaho,,2021/4/25,9815
Idaho,,2021/4/26,9645
Idaho,,2021/4/27,9454
Idaho,,2021/4/28,9253
Idaho,,2021/4/29,8970
Idaho,,2021/4/30,8450
Idaho,,2021/5/1,8226
Idaho,,2021/5/2,7948
Idaho,,2021/5/3,7517
Idaho,,2021/5/4,7412
Idaho,,2021/5/5,7094
Idaho,,2021/5/6,7106
Idaho,,2021/5/7,6937
Idaho,,2021/5/8,6436
Idaho,,2021/5/9,4779
Idaho,,2021/5/10,4431
Idaho,,2021/5/11,6751
Idaho,,2021/5/12,6604
Idaho,,2021/5/13,6195
Idaho,,2021/5/14,5959
Idaho,,2021/5/15,5742
Idaho,,2021/5/16,6714
Idaho,,2021/5/17,7071
Idaho,,2021/5/18,4721
Idaho,,2021/5/19,4764
Idaho,,2021/5/20,4796
Idaho,,2021/5/21,4530
Idaho,,2021/5/22,4789
Idaho,,2021/5/23,4651
Idaho,,2021/5/24,4707
Idaho,,2021/5/25,4739
Idaho,,2021/5/26,4535
Illinois,,2021/1/13,18854
Illinois,,2021/1/14,28330
Illinois,,2021/1/15,30253
Illinois,,2021/1/16,28158
Illinois,,2021/1/17,26902
Illinois,,2021/1/18,26064
Illinois,,2021/1/19,25465
Illinois,,2021/1/20,24867
Illinois,,2021/1/21,23837
Illinois,,2021/1/22,24248
Illinois,,2021/1/23,27873
Illinois,,2021/1/24,31080
Illinois,,2021/1/25,31402
Illinois,,2021/1/26,30390
Illinois,,2021/1/27,32390
Illinois,,2021/1/28,36114
Illinois,,2021/1/29,39571
Illinois,,2021/1/30,42007
Illinois,,2021/1/31,44626
Illinois,,2021/2/1,47373
Illinois,,2021/2/2,47870
Illinois,,2021/2/3,48845
Illinois,,2021/2/4,50721
Illinois,,2021/2/5,51860
Illinois,,2021/2/6,54451
Illinois,,2021/2/7,55733
Illinois,,2021/2/8,57554
Illinois,,2021/2/9,57815
Illinois,,2021/2/10,61601
Illinois,,2021/2/11,60923
Illinois,,2021/2/12,61067
Illinois,,2021/2/13,63229
Illinois,,2021/2/14,64663
Illinois,,2021/2/15,63802
Illinois,,2021/2/16,68086
Illinois,,2021/2/17,65188
Illinois,,2021/2/18,61794
Illinois,,2021/2/19,71364
Illinois,,2021/2/20,69845
Illinois,,2021/2/21,69331
Illinois,,2021/2/22,64299
Illinois,,2021/2/23,65950
Illinois,,2021/2/24,66469
Illinois,,2021/2/25,68866
Illinois,,2021/2/26,66470
Illinois,,2021/2/27,67681
Illinois,,2021/2/28,69238
Illinois,,2021/3/1,78880
Illinois,,2021/3/2,77559
Illinois,,2021/3/3,80143
Illinois,,2021/3/4,84036
Illinois,,2021/3/5,80655
Illinois,,2021/3/6,86539
Illinois,,2021/3/7,92781
Illinois,,2021/3/8,95036
Illinois,,2021/3/9,91731
Illinois,,2021/3/10,92887
Illinois,,2021/3/11,95719
Illinois,,2021/3/12,102980
Illinois,,2021/3/13,122334
Illinois,,2021/3/14,103399
Illinois,,2021/3/15,103731
Illinois,,2021/3/16,111141
Illinois,,2021/3/17,113886
Illinois,,2021/3/18,115254
Illinois,,2021/3/19,108299
Illinois,,2021/3/20,89843
Illinois,,2021/3/21,109046
Illinois,,2021/3/22,107637
Illinois,,2021/3/23,102520
Illinois,,2021/3/24,101097
Illinois,,2021/3/25,100477
Illinois,,2021/3/26,104130
Illinois,,2021/3/27,102279
Illinois,,2021/3/28,103031
Illinois,,2021/3/29,106066
Illinois,,2021/3/30,106713
Illinois,,2021/3/31,107916
Illinois,,2021/4/1,112224
Illinois,,2021/4/2,111421
Illinois,,2021/4/3,114094
Illinois,,2021/4/4,115209
Illinois,,2021/4/5,114150
Illinois,,2021/4/6,112036
Illinois,,2021/4/7,113276
Illinois,,2021/4/8,112498
Illinois,,2021/4/9,117947
Illinois,,2021/4/10,120591
Illinois,,2021/4/11,124972
Illinois,,2021/4/12,128993
Illinois,,2021/4/13,142676
Illinois,,2021/4/14,122331
Illinois,,2021/4/15,123257
Illinois,,2021/4/16,119725
Illinois,,2021/4/17,120372
Illinois,,2021/4/18,118068
Illinois,,2021/4/19,115774
Illinois,,2021/4/20,106473
Illinois,,2021/4/21,124764
Illinois,,2021/4/22,126092
Illinois,,2021/4/23,126571
Illinois,,2021/4/24,121804
Illinois,,2021/4/25,117426
Illinois,,2021/4/26,112395
Illinois,,2021/4/27,110285
Illinois,,2021/4/28,110229
Illinois,,2021/4/29,104186
Illinois,,2021/4/30,100500
Illinois,,2021/5/1,95862
Illinois,,2021/5/2,90071
Illinois,,2021/5/3,84992
Illinois,,2021/5/4,80149
Illinois,,2021/5/5,74547
Illinois,,2021/5/6,74901
Illinois,,2021/5/7,73768
Illinois,,2021/5/8,69359
Illinois,,2021/5/9,72071
Illinois,,2021/5/10,77187
Illinois,,2021/5/11,84845
Illinois,,2021/5/12,87174
Illinois,,2021/5/13,82029
Illinois,,2021/5/14,77446
Illinois,,2021/5/15,78055
Illinois,,2021/5/16,79710
Illinois,,2021/5/17,78070
Illinois,,2021/5/18,72647
Illinois,,2021/5/19,70278
Illinois,,2021/5/20,73399
Illinois,,2021/5/21,76539
Illinois,,2021/5/22,83436
Illinois,,2021/5/23,77222
Illinois,,2021/5/24,75987
Illinois,,2021/5/25,76531
Illinois,,2021/5/26,77498
Indian Health Svc,,2021/1/13,6075
Indian Health Svc,,2021/1/14,6670
Indian Health Svc,,2021/1/15,7286
Indian Health Svc,,2021/1/16,6333
Indian Health Svc,,2021/1/17,5761
Indian Health Svc,,2021/1/18,5380
Indian Health Svc,,2021/1/19,5108
Indian Health Svc,,2021/1/20,4930
Indian Health Svc,,2021/1/21,5082
Indian Health Svc,,2021/1/22,4756
Indian Health Svc,,2021/1/23,7137
Indian Health Svc,,2021/1/24,8084
Indian Health Svc,,2021/1/25,7838
Indian Health Svc,,2021/1/26,7735
Indian Health Svc,,2021/1/27,8113
Indian Health Svc,,2021/1/28,8990
Indian Health Svc,,2021/1/29,9654
Indian Health Svc,,2021/1/30,7326
Indian Health Svc,,2021/1/31,7995
Indian Health Svc,,2021/2/1,7876
Indian Health Svc,,2021/2/2,7986
Indian Health Svc,,2021/2/3,8333
Indian Health Svc,,2021/2/4,8338
Indian Health Svc,,2021/2/5,7602
Indian Health Svc,,2021/2/6,11586
Indian Health Svc,,2021/2/7,10327
Indian Health Svc,,2021/2/8,11525
Indian Health Svc,,2021/2/9,11885
Indian Health Svc,,2021/2/10,11803
Indian Health Svc,,2021/2/11,12392
Indian Health Svc,,2021/2/12,14664
Indian Health Svc,,2021/2/13,12391
Indian Health Svc,,2021/2/14,13796
Indian Health Svc,,2021/2/15,12944
Indian Health Svc,,2021/2/16,12558
Indian Health Svc,,2021/2/17,12017
Indian Health Svc,,2021/2/18,10883
Indian Health Svc,,2021/2/19,8581
Indian Health Svc,,2021/2/20,7039
Indian Health Svc,,2021/2/21,6774
Indian Health Svc,,2021/2/22,8561
Indian Health Svc,,2021/2/23,10012
Indian Health Svc,,2021/2/24,11113
Indian Health Svc,,2021/2/25,12459
Indian Health Svc,,2021/2/26,15633
Indian Health Svc,,2021/2/27,17872
Indian Health Svc,,2021/2/28,18231
Indian Health Svc,,2021/3/1,18198
Indian Health Svc,,2021/3/2,17477
Indian Health Svc,,2021/3/3,17089
Indian Health Svc,,2021/3/4,16373
Indian Health Svc,,2021/3/5,14899
Indian Health Svc,,2021/3/6,15045
Indian Health Svc,,2021/3/7,14515
Indian Health Svc,,2021/3/8,13820
Indian Health Svc,,2021/3/9,13113
Indian Health Svc,,2021/3/10,13705
Indian Health Svc,,2021/3/11,13399
Indian Health Svc,,2021/3/12,13514
Indian Health Svc,,2021/3/13,12979
Indian Health Svc,,2021/3/14,12964
Indian Health Svc,,2021/3/15,13011
Indian Health Svc,,2021/3/16,14079
Indian Health Svc,,2021/3/17,13877
Indian Health Svc,,2021/3/18,14557
Indian Health Svc,,2021/3/19,14166
Indian Health Svc,,2021/3/20,13505
Indian Health Svc,,2021/3/21,14250
Indian Health Svc,,2021/3/22,14280
Indian Health Svc,,2021/3/23,13150
Indian Health Svc,,2021/3/24,13528
Indian Health Svc,,2021/3/25,12460
Indian Health Svc,,2021/3/26,12743
Indian Health Svc,,2021/3/27,13034
Indian Health Svc,,2021/3/28,13541
Indian Health Svc,,2021/3/29,12681
Indian Health Svc,,2021/3/30,12622
Indian Health Svc,,2021/3/31,12575
Indian Health Svc,,2021/4/1,13441
Indian Health Svc,,2021/4/2,13076
Indian Health Svc,,2021/4/3,12789
Indian Health Svc,,2021/4/4,12202
Indian Health Svc,,2021/4/5,11703
Indian Health Svc,,2021/4/6,11821
Indian Health Svc,,2021/4/7,11213
Indian Health Svc,,2021/4/8,10731
Indian Health Svc,,2021/4/9,10551
Indian Health Svc,,2021/4/10,10609
Indian Health Svc,,2021/4/11,9333
Indian Health Svc,,2021/4/12,9597
Indian Health Svc,,2021/4/13,9774
Indian Health Svc,,2021/4/14,9855
Indian Health Svc,,2021/4/15,9889
Indian Health Svc,,2021/4/16,9727
Indian Health Svc,,2021/4/17,9638
Indian Health Svc,,2021/4/18,9826
Indian Health Svc,,2021/4/19,9501
Indian Health Svc,,2021/4/20,9207
Indian Health Svc,,2021/4/21,8961
Indian Health Svc,,2021/4/22,8388
Indian Health Svc,,2021/4/23,8340
Indian Health Svc,,2021/4/24,7808
Indian Health Svc,,2021/4/25,7820
Indian Health Svc,,2021/4/26,7931
Indian Health Svc,,2021/4/27,7882
Indian Health Svc,,2021/4/28,7806
Indian Health Svc,,2021/4/29,7731
Indian Health Svc,,2021/4/30,6969
Indian Health Svc,,2021/5/1,7137
Indian Health Svc,,2021/5/2,6733
Indian Health Svc,,2021/5/3,6500
Indian Health Svc,,2021/5/4,6429
Indian Health Svc,,2021/5/5,5584
Indian Health Svc,,2021/5/6,5569
Indian Health Svc,,2021/5/7,5335
Indian Health Svc,,2021/5/8,4622
Indian Health Svc,,2021/5/9,4269
Indian Health Svc,,2021/5/10,4294
Indian Health Svc,,2021/5/11,4292
Indian Health Svc,,2021/5/12,4138
Indian Health Svc,,2021/5/13,3899
Indian Health Svc,,2021/5/14,3769
Indian Health Svc,,2021/5/15,3706
Indian Health Svc,,2021/5/16,3870
Indian Health Svc,,2021/5/17,3945
Indian Health Svc,,2021/5/18,3833
Indian Health Svc,,2021/5/19,3670
Indian Health Svc,,2021/5/20,3996
Indian Health Svc,,2021/5/21,4025
Indian Health Svc,,2021/5/22,4244
Indian Health Svc,,2021/5/23,4154
Indian Health Svc,,2021/5/24,4125
Indian Health Svc,,2021/5/25,4104
Indian Health Svc,,2021/5/26,4811
Indiana,,2021/1/13,19490
Indiana,,2021/1/14,20822
Indiana,,2021/1/15,22822
Indiana,,2021/1/16,21765
Indiana,,2021/1/17,21131
Indiana,,2021/1/18,20708
Indiana,,2021/1/19,20406
Indiana,,2021/1/20,20722
Indiana,,2021/1/21,21950
Indiana,,2021/1/22,21974
Indiana,,2021/1/23,23875
Indiana,,2021/1/24,21219
Indiana,,2021/1/25,25109
Indiana,,2021/1/26,23448
Indiana,,2021/1/27,23971
Indiana,,2021/1/28,23572
Indiana,,2021/1/29,23885
Indiana,,2021/1/30,23022
Indiana,,2021/1/31,23022
Indiana,,2021/2/1,16476
Indiana,,2021/2/2,16209
Indiana,,2021/2/3,16224
Indiana,,2021/2/4,17007
Indiana,,2021/2/5,18509
Indiana,,2021/2/6,20369
Indiana,,2021/2/7,20369
Indiana,,2021/2/8,20369
Indiana,,2021/2/9,21254
Indiana,,2021/2/10,22565
Indiana,,2021/2/11,22977
Indiana,,2021/2/12,23240
Indiana,,2021/2/13,38430
Indiana,,2021/2/14,44158
Indiana,,2021/2/15,46507
Indiana,,2021/2/16,47242
Indiana,,2021/2/17,45387
Indiana,,2021/2/18,41992
Indiana,,2021/2/19,45789
Indiana,,2021/2/20,30805
Indiana,,2021/2/21,30138
Indiana,,2021/2/22,31003
Indiana,,2021/2/23,29588
Indiana,,2021/2/24,35377
Indiana,,2021/2/25,47617
Indiana,,2021/2/26,44421
Indiana,,2021/2/27,45361
Indiana,,2021/2/28,45786
Indiana,,2021/3/1,46116
Indiana,,2021/3/2,46529
Indiana,,2021/3/3,42373
Indiana,,2021/3/4,34034
Indiana,,2021/3/5,34798
Indiana,,2021/3/6,35551
Indiana,,2021/3/7,36332
Indiana,,2021/3/8,37786
Indiana,,2021/3/9,38324
Indiana,,2021/3/10,39535
Indiana,,2021/3/11,40220
Indiana,,2021/3/12,40240
Indiana,,2021/3/13,46622
Indiana,,2021/3/14,40366
Indiana,,2021/3/15,40095
Indiana,,2021/3/16,39686
Indiana,,2021/3/17,38939
Indiana,,2021/3/18,39053
Indiana,,2021/3/19,39161
Indiana,,2021/3/20,33398
Indiana,,2021/3/21,39948
Indiana,,2021/3/22,39601
Indiana,,2021/3/23,39527
Indiana,,2021/3/24,40272
Indiana,,2021/3/25,41181
Indiana,,2021/3/26,42033
Indiana,,2021/3/27,42027
Indiana,,2021/3/28,41932
Indiana,,2021/3/29,42471
Indiana,,2021/3/30,42404
Indiana,,2021/3/31,42611
Indiana,,2021/4/1,42829
Indiana,,2021/4/2,43612
Indiana,,2021/4/3,45326
Indiana,,2021/4/4,45201
Indiana,,2021/4/5,44824
Indiana,,2021/4/6,44708
Indiana,,2021/4/7,44677
Indiana,,2021/4/8,45393
Indiana,,2021/4/9,46487
Indiana,,2021/4/10,46967
Indiana,,2021/4/11,49303
Indiana,,2021/4/12,51942
Indiana,,2021/4/13,53452
Indiana,,2021/4/14,49018
Indiana,,2021/4/15,50164
Indiana,,2021/4/16,49494
Indiana,,2021/4/17,47630
Indiana,,2021/4/18,46237
Indiana,,2021/4/19,43085
Indiana,,2021/4/20,42223
Indiana,,2021/4/21,45873
Indiana,,2021/4/22,43159
Indiana,,2021/4/23,41121
Indiana,,2021/4/24,39941
Indiana,,2021/4/25,38649
Indiana,,2021/4/26,38845
Indiana,,2021/4/27,39364
Indiana,,2021/4/28,39636
Indiana,,2021/4/29,39706
Indiana,,2021/4/30,40175
Indiana,,2021/5/1,41097
Indiana,,2021/5/2,41710
Indiana,,2021/5/3,40284
Indiana,,2021/5/4,39356
Indiana,,2021/5/5,38595
Indiana,,2021/5/6,38753
Indiana,,2021/5/7,39467
Indiana,,2021/5/8,37405
Indiana,,2021/5/9,36868
Indiana,,2021/5/10,38203
Indiana,,2021/5/11,39354
Indiana,,2021/5/12,38805
Indiana,,2021/5/13,37315
Indiana,,2021/5/14,34246
Indiana,,2021/5/15,34235
Indiana,,2021/5/16,33644
Indiana,,2021/5/17,33014
Indiana,,2021/5/18,32163
Indiana,,2021/5/19,31961
Indiana,,2021/5/20,31794
Indiana,,2021/5/21,31884
Indiana,,2021/5/22,31585
Indiana,,2021/5/23,30492
Indiana,,2021/5/24,29323
Indiana,,2021/5/25,28352
Indiana,,2021/5/26,27787
Iowa,,2021/1/13,13402
Iowa,,2021/1/14,6701
Iowa,,2021/1/15,7431
Iowa,,2021/1/16,7071
Iowa,,2021/1/17,6856
Iowa,,2021/1/18,6712
Iowa,,2021/1/19,6609
Iowa,,2021/1/20,5394
Iowa,,2021/1/21,6664
Iowa,,2021/1/22,7089
Iowa,,2021/1/23,7591
Iowa,,2021/1/24,8316
Iowa,,2021/1/25,8177
Iowa,,2021/1/26,7575
Iowa,,2021/1/27,7764
Iowa,,2021/1/28,7679
Iowa,,2021/1/29,7677
Iowa,,2021/1/30,8252
Iowa,,2021/1/31,8717
Iowa,,2021/2/1,8752
Iowa,,2021/2/2,8791
Iowa,,2021/2/3,8940
Iowa,,2021/2/4,9536
Iowa,,2021/2/5,9861
Iowa,,2021/2/6,10093
Iowa,,2021/2/7,10887
Iowa,,2021/2/8,12555
Iowa,,2021/2/9,13183
Iowa,,2021/2/10,14569
Iowa,,2021/2/11,15445
Iowa,,2021/2/12,16457
Iowa,,2021/2/13,17707
Iowa,,2021/2/14,18300
Iowa,,2021/2/15,17966
Iowa,,2021/2/16,19130
Iowa,,2021/2/17,18104
Iowa,,2021/2/18,17183
Iowa,,2021/2/19,20590
Iowa,,2021/2/20,20700
Iowa,,2021/2/21,20425
Iowa,,2021/2/22,20011
Iowa,,2021/2/23,18460
Iowa,,2021/2/24,18033
Iowa,,2021/2/25,17644
Iowa,,2021/2/26,14481
Iowa,,2021/2/27,15317
Iowa,,2021/2/28,16224
Iowa,,2021/3/1,17665
Iowa,,2021/3/2,17969
Iowa,,2021/3/3,18878
Iowa,,2021/3/4,20308
Iowa,,2021/3/5,21006
Iowa,,2021/3/6,25236
Iowa,,2021/3/7,27631
Iowa,,2021/3/8,29315
Iowa,,2021/3/9,30238
Iowa,,2021/3/10,30860
Iowa,,2021/3/11,32297
Iowa,,2021/3/12,33312
Iowa,,2021/3/13,36182
Iowa,,2021/3/14,29727
Iowa,,2021/3/15,29290
Iowa,,2021/3/16,28947
Iowa,,2021/3/17,26501
Iowa,,2021/3/18,26167
Iowa,,2021/3/19,27381
Iowa,,2021/3/20,21607
Iowa,,2021/3/21,26834
Iowa,,2021/3/22,25687
Iowa,,2021/3/23,25535
Iowa,,2021/3/24,27253
Iowa,,2021/3/25,26677
Iowa,,2021/3/26,25226
Iowa,,2021/3/27,25635
Iowa,,2021/3/28,26632
Iowa,,2021/3/29,27085
Iowa,,2021/3/30,27335
Iowa,,2021/3/31,27644
Iowa,,2021/4/1,28372
Iowa,,2021/4/2,28965
Iowa,,2021/4/3,34638
Iowa,,2021/4/4,28462
Iowa,,2021/4/5,27477
Iowa,,2021/4/6,27305
Iowa,,2021/4/7,27502
Iowa,,2021/4/8,28207
Iowa,,2021/4/9,28819
Iowa,,2021/4/10,23760
Iowa,,2021/4/11,31043
Iowa,,2021/4/12,31454
Iowa,,2021/4/13,31747
Iowa,,2021/4/14,34006
Iowa,,2021/4/15,33770
Iowa,,2021/4/16,32510
Iowa,,2021/4/17,30873
Iowa,,2021/4/18,28233
Iowa,,2021/4/19,28420
Iowa,,2021/4/20,27653
Iowa,,2021/4/21,25664
Iowa,,2021/4/22,25022
Iowa,,2021/4/23,24822
Iowa,,2021/4/24,24592
Iowa,,2021/4/25,24866
Iowa,,2021/4/26,24212
Iowa,,2021/4/27,24926
Iowa,,2021/4/28,24260
Iowa,,2021/4/29,24902
Iowa,,2021/4/30,24294
Iowa,,2021/5/1,23814
Iowa,,2021/5/2,22404
Iowa,,2021/5/3,22601
Iowa,,2021/5/4,22154
Iowa,,2021/5/5,21991
Iowa,,2021/5/6,20641
Iowa,,2021/5/7,19911
Iowa,,2021/5/8,18911
Iowa,,2021/5/9,18679
Iowa,,2021/5/10,18240
Iowa,,2021/5/11,18229
Iowa,,2021/5/12,17741
Iowa,,2021/5/13,16717
Iowa,,2021/5/14,15798
Iowa,,2021/5/15,14799
Iowa,,2021/5/16,14550
Iowa,,2021/5/17,14381
Iowa,,2021/5/18,14406
Iowa,,2021/5/19,14549
Iowa,,2021/5/20,14978
Iowa,,2021/5/21,15516
Iowa,,2021/5/22,15823
Iowa,,2021/5/23,15148
Iowa,,2021/5/24,14424
Iowa,,2021/5/25,14029
Iowa,,2021/5/26,13916
Kansas,,2021/1/13,7382
Kansas,,2021/1/14,6648
Kansas,,2021/1/15,6504
Kansas,,2021/1/16,6169
Kansas,,2021/1/17,5968
Kansas,,2021/1/18,5834
Kansas,,2021/1/19,5738
Kansas,,2021/1/20,5294
Kansas,,2021/1/21,5553
Kansas,,2021/1/22,5616
Kansas,,2021/1/23,5995
Kansas,,2021/1/24,6163
Kansas,,2021/1/25,5921
Kansas,,2021/1/26,5758
Kansas,,2021/1/27,6527
Kansas,,2021/1/28,8552
Kansas,,2021/1/29,7635
Kansas,,2021/1/30,8802
Kansas,,2021/1/31,10031
Kansas,,2021/2/1,10311
Kansas,,2021/2/2,10351
Kansas,,2021/2/3,10395
Kansas,,2021/2/4,8732
Kansas,,2021/2/5,10441
Kansas,,2021/2/6,10533
Kansas,,2021/2/7,10688
Kansas,,2021/2/8,10886
Kansas,,2021/2/9,10625
Kansas,,2021/2/10,11215
Kansas,,2021/2/11,11643
Kansas,,2021/2/12,12445
Kansas,,2021/2/13,12520
Kansas,,2021/2/14,13386
Kansas,,2021/2/15,12932
Kansas,,2021/2/16,13096
Kansas,,2021/2/17,12215
Kansas,,2021/2/18,12129
Kansas,,2021/2/19,16568
Kansas,,2021/2/20,17264
Kansas,,2021/2/21,17050
Kansas,,2021/2/22,17302
Kansas,,2021/2/23,17162
Kansas,,2021/2/24,17963
Kansas,,2021/2/25,17801
Kansas,,2021/2/26,13437
Kansas,,2021/2/27,13537
Kansas,,2021/2/28,14348
Kansas,,2021/3/1,15173
Kansas,,2021/3/2,16024
Kansas,,2021/3/3,16288
Kansas,,2021/3/4,16959
Kansas,,2021/3/5,17467
Kansas,,2021/3/6,17771
Kansas,,2021/3/7,17796
Kansas,,2021/3/8,17429
Kansas,,2021/3/9,17443
Kansas,,2021/3/10,17816
Kansas,,2021/3/11,19300
Kansas,,2021/3/12,23459
Kansas,,2021/3/13,20392
Kansas,,2021/3/14,23738
Kansas,,2021/3/15,23805
Kansas,,2021/3/16,23636
