Entity,Code,Day,daily_vaccinations
Minnesota,,2021/4/25,47389
Minnesota,,2021/4/26,57431
Minnesota,,2021/4/27,50693
Minnesota,,2021/4/28,51377
Minnesota,,2021/4/29,50512
Minnesota,,2021/4/30,49786
Minnesota,,2021/5/1,54677
Minnesota,,2021/5/2,50971
Minnesota,,2021/5/3,43982
Minnesota,,2021/5/4,43493
Minnesota,,2021/5/5,41007
Minnesota,,2021/5/6,40487
Minnesota,,2021/5/7,31900
Minnesota,,2021/5/8,36285
Minnesota,,2021/5/9,35202
Minnesota,,2021/5/10,36518
Minnesota,,2021/5/11,37969
Minnesota,,2021/5/12,38862
Minnesota,,2021/5/13,38726
Minnesota,,2021/5/14,44261
Minnesota,,2021/5/15,36980
Minnesota,,2021/5/16,37404
Minnesota,,2021/5/17,36683
Minnesota,,2021/5/18,35760
Minnesota,,2021/5/19,35525
Minnesota,,2021/5/20,36349
Minnesota,,2021/5/21,37225
Minnesota,,2021/5/22,39357
Minnesota,,2021/5/23,37328
Minnesota,,2021/5/24,37120
Minnesota,,2021/5/25,36392
Minnesota,,2021/5/26,34722
Mississippi,,2021/1/13,6745
Mississippi,,2021/1/14,8652
Mississippi,,2021/1/15,9928
Mississippi,,2021/1/16,9274
Mississippi,,2021/1/17,8881
Mississippi,,2021/1/18,8620
Mississippi,,2021/1/19,8433
Mississippi,,2021/1/20,8757
Mississippi,,2021/1/21,9263
Mississippi,,2021/1/22,9457
Mississippi,,2021/1/23,8412
Mississippi,,2021/1/24,11241
Mississippi,,2021/1/25,10671
Mississippi,,2021/1/26,9777
Mississippi,,2021/1/27,9665
Mississippi,,2021/1/28,9222
Mississippi,,2021/1/29,8889
Mississippi,,2021/1/30,10280
Mississippi,,2021/1/31,8395
Mississippi,,2021/2/1,8271
Mississippi,,2021/2/2,8302
Mississippi,,2021/2/3,8667
Mississippi,,2021/2/4,7094
Mississippi,,2021/2/5,9019
Mississippi,,2021/2/6,11140
Mississippi,,2021/2/7,12090
Mississippi,,2021/2/8,12653
Mississippi,,2021/2/9,12708
Mississippi,,2021/2/10,13515
Mississippi,,2021/2/11,16356
Mississippi,,2021/2/12,15778
Mississippi,,2021/2/13,15323
Mississippi,,2021/2/14,15167
Mississippi,,2021/2/15,15050
Mississippi,,2021/2/16,15612
Mississippi,,2021/2/17,13265
Mississippi,,2021/2/18,10423
Mississippi,,2021/2/19,12567
Mississippi,,2021/2/20,10529
Mississippi,,2021/2/21,9131
Mississippi,,2021/2/22,9468
Mississippi,,2021/2/23,9613
Mississippi,,2021/2/24,12443
Mississippi,,2021/2/25,12517
Mississippi,,2021/2/26,13282
Mississippi,,2021/2/27,16004
Mississippi,,2021/2/28,18305
Mississippi,,2021/3/1,19723
Mississippi,,2021/3/2,20112
Mississippi,,2021/3/3,20044
Mississippi,,2021/3/4,22804
Mississippi,,2021/3/5,20469
Mississippi,,2021/3/6,20482
Mississippi,,2021/3/7,20778
Mississippi,,2021/3/8,19879
Mississippi,,2021/3/9,19173
Mississippi,,2021/3/10,19362
Mississippi,,2021/3/11,19713
Mississippi,,2021/3/12,16281
Mississippi,,2021/3/13,22880
Mississippi,,2021/3/14,18898
Mississippi,,2021/3/15,18256
Mississippi,,2021/3/16,17927
Mississippi,,2021/3/17,17158
Mississippi,,2021/3/18,16757
Mississippi,,2021/3/19,17736
Mississippi,,2021/3/20,10734
Mississippi,,2021/3/21,14216
Mississippi,,2021/3/22,14032
Mississippi,,2021/3/23,14060
Mississippi,,2021/3/24,14827
Mississippi,,2021/3/25,15518
Mississippi,,2021/3/26,14491
Mississippi,,2021/3/27,17208
Mississippi,,2021/3/28,13933
Mississippi,,2021/3/29,18848
Mississippi,,2021/3/30,18950
Mississippi,,2021/3/31,19043
Mississippi,,2021/4/1,15803
Mississippi,,2021/4/2,19897
Mississippi,,2021/4/3,17668
Mississippi,,2021/4/4,20992
Mississippi,,2021/4/5,15258
Mississippi,,2021/4/6,15905
Mississippi,,2021/4/7,15517
Mississippi,,2021/4/8,18507
Mississippi,,2021/4/9,17589
Mississippi,,2021/4/10,17343
Mississippi,,2021/4/11,17485
Mississippi,,2021/4/12,17504
Mississippi,,2021/4/13,17776
Mississippi,,2021/4/14,17941
Mississippi,,2021/4/15,17296
Mississippi,,2021/4/16,16736
Mississippi,,2021/4/17,13221
Mississippi,,2021/4/18,14800
Mississippi,,2021/4/19,14825
Mississippi,,2021/4/20,14352
Mississippi,,2021/4/21,13461
Mississippi,,2021/4/22,13229
Mississippi,,2021/4/23,12744
Mississippi,,2021/4/24,12735
Mississippi,,2021/4/25,7661
Mississippi,,2021/4/26,7624
Mississippi,,2021/4/27,11712
Mississippi,,2021/4/28,11151
Mississippi,,2021/4/29,8864
Mississippi,,2021/4/30,10333
Mississippi,,2021/5/1,10306
Mississippi,,2021/5/2,10186
Mississippi,,2021/5/3,10184
Mississippi,,2021/5/4,8750
Mississippi,,2021/5/5,8625
Mississippi,,2021/5/6,8686
Mississippi,,2021/5/7,7830
Mississippi,,2021/5/8,9131
Mississippi,,2021/5/9,9127
Mississippi,,2021/5/10,9113
Mississippi,,2021/5/11,8219
Mississippi,,2021/5/12,7014
Mississippi,,2021/5/13,6920
Mississippi,,2021/5/14,5933
Mississippi,,2021/5/15,4635
Mississippi,,2021/5/16,4628
Mississippi,,2021/5/17,4628
Mississippi,,2021/5/18,4893
Mississippi,,2021/5/19,5541
Mississippi,,2021/5/20,6682
Mississippi,,2021/5/21,5827
Mississippi,,2021/5/22,5830
Mississippi,,2021/5/23,5826
Mississippi,,2021/5/24,5830
Mississippi,,2021/5/25,6129
Mississippi,,2021/5/26,6174
Missouri,,2021/1/13,0
Missouri,,2021/1/14,6765
Missouri,,2021/1/15,9554
Missouri,,2021/1/16,10029
Missouri,,2021/1/17,10313
Missouri,,2021/1/18,10503
Missouri,,2021/1/19,10639
Missouri,,2021/1/20,11813
Missouri,,2021/1/21,12867
Missouri,,2021/1/22,13607
Missouri,,2021/1/23,12832
Missouri,,2021/1/24,14912
Missouri,,2021/1/25,15842
Missouri,,2021/1/26,14860
Missouri,,2021/1/27,16239
Missouri,,2021/1/28,16739
Missouri,,2021/1/29,17535
Missouri,,2021/1/30,16674
Missouri,,2021/1/31,18092
Missouri,,2021/2/1,18072
Missouri,,2021/2/2,18019
Missouri,,2021/2/3,17709
Missouri,,2021/2/4,17522
Missouri,,2021/2/5,18250
Missouri,,2021/2/6,25073
Missouri,,2021/2/7,25824
Missouri,,2021/2/8,25891
Missouri,,2021/2/9,25780
Missouri,,2021/2/10,26792
Missouri,,2021/2/11,27112
Missouri,,2021/2/12,25899
Missouri,,2021/2/13,31850
Missouri,,2021/2/14,31839
Missouri,,2021/2/15,31435
Missouri,,2021/2/16,33154
Missouri,,2021/2/17,31764
Missouri,,2021/2/18,31498
Missouri,,2021/2/19,42395
Missouri,,2021/2/20,33710
Missouri,,2021/2/21,33671
Missouri,,2021/2/22,34346
Missouri,,2021/2/23,33139
Missouri,,2021/2/24,35032
Missouri,,2021/2/25,36045
Missouri,,2021/2/26,28457
Missouri,,2021/2/27,33602
Missouri,,2021/2/28,27955
Missouri,,2021/3/1,38731
Missouri,,2021/3/2,39022
Missouri,,2021/3/3,39796
Missouri,,2021/3/4,41522
Missouri,,2021/3/5,41541
Missouri,,2021/3/6,39153
Missouri,,2021/3/7,45816
Missouri,,2021/3/8,36977
Missouri,,2021/3/9,37576
Missouri,,2021/3/10,38508
Missouri,,2021/3/11,38020
Missouri,,2021/3/12,36508
Missouri,,2021/3/13,45011
Missouri,,2021/3/14,38159
Missouri,,2021/3/15,37603
Missouri,,2021/3/16,37252
Missouri,,2021/3/17,36343
Missouri,,2021/3/18,37813
Missouri,,2021/3/19,39155
Missouri,,2021/3/20,31512
Missouri,,2021/3/21,39499
Missouri,,2021/3/22,39638
Missouri,,2021/3/23,40707
Missouri,,2021/3/24,41418
Missouri,,2021/3/25,41006
Missouri,,2021/3/26,40510
Missouri,,2021/3/27,40532
Missouri,,2021/3/28,40997
Missouri,,2021/3/29,41481
Missouri,,2021/3/30,41237
Missouri,,2021/3/31,42163
Missouri,,2021/4/1,42952
Missouri,,2021/4/2,50120
Missouri,,2021/4/3,53466
Missouri,,2021/4/4,53787
Missouri,,2021/4/5,55514
Missouri,,2021/4/6,54224
Missouri,,2021/4/7,54210
Missouri,,2021/4/8,56275
Missouri,,2021/4/9,50338
Missouri,,2021/4/10,48229
Missouri,,2021/4/11,48522
Missouri,,2021/4/12,48940
Missouri,,2021/4/13,54468
Missouri,,2021/4/14,51276
Missouri,,2021/4/15,48540
Missouri,,2021/4/16,49432
Missouri,,2021/4/17,50479
Missouri,,2021/4/18,51700
Missouri,,2021/4/19,48563
Missouri,,2021/4/20,43253
Missouri,,2021/4/21,46508
Missouri,,2021/4/22,46992
Missouri,,2021/4/23,46239
Missouri,,2021/4/24,41858
Missouri,,2021/4/25,42341
Missouri,,2021/4/26,46130
Missouri,,2021/4/27,47071
Missouri,,2021/4/28,45424
Missouri,,2021/4/29,43943
Missouri,,2021/4/30,42153
Missouri,,2021/5/1,41423
Missouri,,2021/5/2,36721
Missouri,,2021/5/3,32377
Missouri,,2021/5/4,31640
Missouri,,2021/5/5,30275
Missouri,,2021/5/6,29289
Missouri,,2021/5/7,28024
Missouri,,2021/5/8,27947
Missouri,,2021/5/9,25935
Missouri,,2021/5/10,28743
Missouri,,2021/5/11,29268
Missouri,,2021/5/12,29636
Missouri,,2021/5/13,28029
Missouri,,2021/5/14,26375
Missouri,,2021/5/15,24140
Missouri,,2021/5/16,25452
Missouri,,2021/5/17,23612
Missouri,,2021/5/18,22807
Missouri,,2021/5/19,21824
Missouri,,2021/5/20,21920
Missouri,,2021/5/21,22853
Missouri,,2021/5/22,24623
Missouri,,2021/5/23,21539
Missouri,,2021/5/24,20002
Missouri,,2021/5/25,19707
Missouri,,2021/5/26,18652
Montana,,2021/1/13,1980
Montana,,2021/1/14,2268
Montana,,2021/1/15,2427
Montana,,2021/1/16,2228
Montana,,2021/1/17,2109
Montana,,2021/1/18,2030
Montana,,2021/1/19,1973
Montana,,2021/1/20,1880
Montana,,2021/1/21,1967
Montana,,2021/1/22,2426
Montana,,2021/1/23,3078
Montana,,2021/1/24,3423
Montana,,2021/1/25,3299
Montana,,2021/1/26,3122
Montana,,2021/1/27,3421
Montana,,2021/1/28,3689
Montana,,2021/1/29,3749
Montana,,2021/1/30,3818
Montana,,2021/1/31,3991
Montana,,2021/2/1,4113
Montana,,2021/2/2,4225
Montana,,2021/2/3,4172
Montana,,2021/2/4,4276
Montana,,2021/2/5,4278
Montana,,2021/2/6,4516
Montana,,2021/2/7,4749
Montana,,2021/2/8,4733
Montana,,2021/2/9,4686
Montana,,2021/2/10,4853
Montana,,2021/2/11,4742
Montana,,2021/2/12,5023
Montana,,2021/2/13,5211
Montana,,2021/2/14,5578
Montana,,2021/2/15,5709
Montana,,2021/2/16,5934
Montana,,2021/2/17,5748
Montana,,2021/2/18,5819
Montana,,2021/2/19,9076
Montana,,2021/2/20,8790
Montana,,2021/2/21,8613
Montana,,2021/2/22,8797
Montana,,2021/2/23,8764
Montana,,2021/2/24,8864
Montana,,2021/2/25,8889
Montana,,2021/2/26,5681
Montana,,2021/2/27,6026
Montana,,2021/2/28,6332
Montana,,2021/3/1,6266
Montana,,2021/3/2,6164
Montana,,2021/3/3,6421
Montana,,2021/3/4,6959
Montana,,2021/3/5,7329
Montana,,2021/3/6,7575
Montana,,2021/3/7,7940
Montana,,2021/3/8,8125
Montana,,2021/3/9,8205
Montana,,2021/3/10,8294
Montana,,2021/3/11,8348
Montana,,2021/3/12,8310
Montana,,2021/3/13,8448
Montana,,2021/3/14,8395
Montana,,2021/3/15,8186
Montana,,2021/3/16,8303
Montana,,2021/3/17,8177
Montana,,2021/3/18,7830
Montana,,2021/3/19,7498
Montana,,2021/3/20,7153
Montana,,2021/3/21,6751
Montana,,2021/3/22,6974
Montana,,2021/3/23,6568
Montana,,2021/3/24,6877
Montana,,2021/3/25,7086
Montana,,2021/3/26,7445
Montana,,2021/3/27,7701
Montana,,2021/3/28,8000
Montana,,2021/3/29,7816
Montana,,2021/3/30,8175
Montana,,2021/3/31,9699
Montana,,2021/4/1,10059
Montana,,2021/4/2,10018
Montana,,2021/4/3,10014
Montana,,2021/4/4,10105
Montana,,2021/4/5,10156
Montana,,2021/4/6,10053
Montana,,2021/4/7,8784
Montana,,2021/4/8,8886
Montana,,2021/4/9,9257
Montana,,2021/4/10,9320
Montana,,2021/4/11,9340
Montana,,2021/4/12,9375
Montana,,2021/4/13,9518
Montana,,2021/4/14,8415
Montana,,2021/4/15,8425
Montana,,2021/4/16,8049
Montana,,2021/4/17,7869
Montana,,2021/4/18,6164
Montana,,2021/4/19,7419
Montana,,2021/4/20,7275
Montana,,2021/4/21,7811
Montana,,2021/4/22,7177
Montana,,2021/4/23,6852
Montana,,2021/4/24,6654
Montana,,2021/4/25,7712
Montana,,2021/4/26,6240
Montana,,2021/4/27,6164
Montana,,2021/4/28,6229
Montana,,2021/4/29,6386
Montana,,2021/4/30,6261
Montana,,2021/5/1,6067
Montana,,2021/5/2,5793
Montana,,2021/5/3,5625
Montana,,2021/5/4,5566
Montana,,2021/5/5,5197
Montana,,2021/5/6,4747
Montana,,2021/5/7,4376
Montana,,2021/5/8,3874
Montana,,2021/5/9,3808
Montana,,2021/5/10,3948
Montana,,2021/5/11,4023
Montana,,2021/5/12,3942
Montana,,2021/5/13,3763
Montana,,2021/5/14,3702
Montana,,2021/5/15,3804
Montana,,2021/5/16,3690
Montana,,2021/5/17,3370
Montana,,2021/5/18,3605
Montana,,2021/5/19,3688
Montana,,2021/5/20,3732
Montana,,2021/5/21,3787
Montana,,2021/5/22,3684
Montana,,2021/5/23,3020
Montana,,2021/5/24,3812
Montana,,2021/5/25,3469
Montana,,2021/5/26,3365
Nebraska,,2021/1/13,5260
Nebraska,,2021/1/14,5240
Nebraska,,2021/1/15,5585
Nebraska,,2021/1/16,4970
Nebraska,,2021/1/17,4601
Nebraska,,2021/1/18,4354
Nebraska,,2021/1/19,4179
Nebraska,,2021/1/20,3798
Nebraska,,2021/1/21,3846
Nebraska,,2021/1/22,3894
Nebraska,,2021/1/23,4250
Nebraska,,2021/1/24,5058
Nebraska,,2021/1/25,4781
Nebraska,,2021/1/26,4492
Nebraska,,2021/1/27,4756
Nebraska,,2021/1/28,5454
Nebraska,,2021/1/29,5703
Nebraska,,2021/1/30,6172
Nebraska,,2021/1/31,6409
Nebraska,,2021/2/1,6698
Nebraska,,2021/2/2,6754
Nebraska,,2021/2/3,6959
Nebraska,,2021/2/4,6444
Nebraska,,2021/2/5,6538
Nebraska,,2021/2/6,7304
Nebraska,,2021/2/7,7595
Nebraska,,2021/2/8,7592
Nebraska,,2021/2/9,7555
Nebraska,,2021/2/10,7540
Nebraska,,2021/2/11,7536
Nebraska,,2021/2/12,7967
Nebraska,,2021/2/13,7935
Nebraska,,2021/2/14,7833
Nebraska,,2021/2/15,7729
Nebraska,,2021/2/16,7904
Nebraska,,2021/2/17,7691
Nebraska,,2021/2/18,8168
Nebraska,,2021/2/19,12550
Nebraska,,2021/2/20,12376
Nebraska,,2021/2/21,12421
Nebraska,,2021/2/22,13212
Nebraska,,2021/2/23,14590
Nebraska,,2021/2/24,15856
Nebraska,,2021/2/25,16766
Nebraska,,2021/2/26,13508
Nebraska,,2021/2/27,11913
Nebraska,,2021/2/28,14541
Nebraska,,2021/3/1,13667
Nebraska,,2021/3/2,13162
Nebraska,,2021/3/3,13030
Nebraska,,2021/3/4,13011
Nebraska,,2021/3/5,13272
Nebraska,,2021/3/6,13165
Nebraska,,2021/3/7,11660
Nebraska,,2021/3/8,13871
Nebraska,,2021/3/9,15629
Nebraska,,2021/3/10,15752
Nebraska,,2021/3/11,16610
Nebraska,,2021/3/12,16882
Nebraska,,2021/3/13,18600
Nebraska,,2021/3/14,15765
Nebraska,,2021/3/15,15917
Nebraska,,2021/3/16,14698
Nebraska,,2021/3/17,14961
Nebraska,,2021/3/18,14589
Nebraska,,2021/3/19,14499
Nebraska,,2021/3/20,12782
Nebraska,,2021/3/21,15585
Nebraska,,2021/3/22,16083
Nebraska,,2021/3/23,15352
Nebraska,,2021/3/24,15175
Nebraska,,2021/3/25,14875
Nebraska,,2021/3/26,14638
Nebraska,,2021/3/27,14615
Nebraska,,2021/3/28,15183
Nebraska,,2021/3/29,14663
Nebraska,,2021/3/30,16008
Nebraska,,2021/3/31,17502
Nebraska,,2021/4/1,18646
Nebraska,,2021/4/2,19190
Nebraska,,2021/4/3,19164
Nebraska,,2021/4/4,18286
Nebraska,,2021/4/5,17756
Nebraska,,2021/4/6,17050
Nebraska,,2021/4/7,16376
Nebraska,,2021/4/8,15705
Nebraska,,2021/4/9,16564
Nebraska,,2021/4/10,16555
Nebraska,,2021/4/11,17269
Nebraska,,2021/4/12,17297
Nebraska,,2021/4/13,21399
Nebraska,,2021/4/14,21850
Nebraska,,2021/4/15,21711
Nebraska,,2021/4/16,21205
Nebraska,,2021/4/17,21177
Nebraska,,2021/4/18,19616
Nebraska,,2021/4/19,19255
Nebraska,,2021/4/20,15904
Nebraska,,2021/4/21,14141
Nebraska,,2021/4/22,14602
Nebraska,,2021/4/23,11920
Nebraska,,2021/4/24,12737
Nebraska,,2021/4/25,11152
Nebraska,,2021/4/26,14357
Nebraska,,2021/4/27,11933
Nebraska,,2021/4/28,13147
Nebraska,,2021/4/29,11726
Nebraska,,2021/4/30,10487
Nebraska,,2021/5/1,9691
Nebraska,,2021/5/2,13339
Nebraska,,2021/5/3,11791
Nebraska,,2021/5/4,11790
Nebraska,,2021/5/5,10154
Nebraska,,2021/5/6,10229
Nebraska,,2021/5/7,12017
Nebraska,,2021/5/8,14145
Nebraska,,2021/5/9,13880
Nebraska,,2021/5/10,13310
Nebraska,,2021/5/11,14919
Nebraska,,2021/5/12,13893
Nebraska,,2021/5/13,13195
Nebraska,,2021/5/14,12517
Nebraska,,2021/5/15,10355
Nebraska,,2021/5/16,6918
Nebraska,,2021/5/17,7656
Nebraska,,2021/5/18,6717
Nebraska,,2021/5/19,6720
Nebraska,,2021/5/20,7266
Nebraska,,2021/5/21,6150
Nebraska,,2021/5/22,9313
Nebraska,,2021/5/23,10361
Nebraska,,2021/5/24,6790
Nebraska,,2021/5/25,7234
Nebraska,,2021/5/26,7225
Nevada,,2021/1/13,0
Nevada,,2021/1/14,7596
Nevada,,2021/1/15,7340
Nevada,,2021/1/16,6703
Nevada,,2021/1/17,6321
Nevada,,2021/1/18,6066
Nevada,,2021/1/19,5884
Nevada,,2021/1/20,6497
Nevada,,2021/1/21,5592
Nevada,,2021/1/22,6112
Nevada,,2021/1/23,6938
Nevada,,2021/1/24,8421
Nevada,,2021/1/25,8832
Nevada,,2021/1/26,8789
Nevada,,2021/1/27,9605
Nevada,,2021/1/28,11279
Nevada,,2021/1/29,11961
Nevada,,2021/1/30,12452
Nevada,,2021/1/31,12696
Nevada,,2021/2/1,12698
Nevada,,2021/2/2,12687
Nevada,,2021/2/3,15015
Nevada,,2021/2/4,13808
Nevada,,2021/2/5,13448
Nevada,,2021/2/6,14009
Nevada,,2021/2/7,13285
Nevada,,2021/2/8,13990
Nevada,,2021/2/9,14051
Nevada,,2021/2/10,12409
Nevada,,2021/2/11,12497
Nevada,,2021/2/12,12836
Nevada,,2021/2/13,12686
Nevada,,2021/2/14,13479
Nevada,,2021/2/15,12990
Nevada,,2021/2/16,13610
Nevada,,2021/2/17,12383
Nevada,,2021/2/18,12558
Nevada,,2021/2/19,18309
Nevada,,2021/2/20,20669
Nevada,,2021/2/21,20198
Nevada,,2021/2/22,21272
Nevada,,2021/2/23,21660
Nevada,,2021/2/24,21973
Nevada,,2021/2/25,22173
Nevada,,2021/2/26,17176
Nevada,,2021/2/27,15691
Nevada,,2021/2/28,16555
Nevada,,2021/3/1,18372
Nevada,,2021/3/2,17823
Nevada,,2021/3/3,18162
Nevada,,2021/3/4,18282
Nevada,,2021/3/5,18675
Nevada,,2021/3/6,19208
Nevada,,2021/3/7,20510
Nevada,,2021/3/8,20110
Nevada,,2021/3/9,20255
Nevada,,2021/3/10,20670
Nevada,,2021/3/11,22049
Nevada,,2021/3/12,22496
Nevada,,2021/3/13,22668
Nevada,,2021/3/14,22869
Nevada,,2021/3/15,22559
Nevada,,2021/3/16,22167
Nevada,,2021/3/17,22243
Nevada,,2021/3/18,22540
Nevada,,2021/3/19,22258
Nevada,,2021/3/20,22502
Nevada,,2021/3/21,22287
Nevada,,2021/3/22,21591
Nevada,,2021/3/23,21471
Nevada,,2021/3/24,21650
Nevada,,2021/3/25,21747
Nevada,,2021/3/26,22487
Nevada,,2021/3/27,22591
Nevada,,2021/3/28,22522
Nevada,,2021/3/29,23297
Nevada,,2021/3/30,23510
Nevada,,2021/3/31,23233
Nevada,,2021/4/1,22811
Nevada,,2021/4/2,22167
Nevada,,2021/4/3,22494
Nevada,,2021/4/4,22730
Nevada,,2021/4/5,22059
Nevada,,2021/4/6,21739
Nevada,,2021/4/7,22374
Nevada,,2021/4/8,23236
Nevada,,2021/4/9,25293
Nevada,,2021/4/10,26248
Nevada,,2021/4/11,27264
Nevada,,2021/4/12,28800
Nevada,,2021/4/13,29280
Nevada,,2021/4/14,29211
Nevada,,2021/4/15,29721
Nevada,,2021/4/16,28270
Nevada,,2021/4/17,26822
Nevada,,2021/4/18,25933
Nevada,,2021/4/19,24618
Nevada,,2021/4/20,24463
Nevada,,2021/4/21,24262
Nevada,,2021/4/22,22379
Nevada,,2021/4/23,21167
Nevada,,2021/4/24,19977
Nevada,,2021/4/25,18864
Nevada,,2021/4/26,18422
Nevada,,2021/4/27,18343
Nevada,,2021/4/28,17950
Nevada,,2021/4/29,17921
Nevada,,2021/4/30,18408
Nevada,,2021/5/1,18913
Nevada,,2021/5/2,18690
Nevada,,2021/5/3,17639
Nevada,,2021/5/4,17040
Nevada,,2021/5/5,16788
Nevada,,2021/5/6,17085
Nevada,,2021/5/7,16619
Nevada,,2021/5/8,15871
Nevada,,2021/5/9,16043
Nevada,,2021/5/10,17005
Nevada,,2021/5/11,17983
Nevada,,2021/5/12,18022
Nevada,,2021/5/13,16882
Nevada,,2021/5/14,15719
Nevada,,2021/5/15,18255
Nevada,,2021/5/16,17707
Nevada,,2021/5/17,16496
Nevada,,2021/5/18,16140
Nevada,,2021/5/19,15866
Nevada,,2021/5/20,15611
Nevada,,2021/5/21,16499
Nevada,,2021/5/22,14164
Nevada,,2021/5/23,13432
Nevada,,2021/5/24,13654
Nevada,,2021/5/25,13401
Nevada,,2021/5/26,13179
New Hampshire,,2021/1/13,4605
New Hampshire,,2021/1/14,4049
New Hampshire,,2021/1/15,3968
New Hampshire,,2021/1/16,3541
New Hampshire,,2021/1/17,3285
New Hampshire,,2021/1/18,3114
New Hampshire,,2021/1/19,2992
New Hampshire,,2021/1/20,2886
New Hampshire,,2021/1/21,3133
New Hampshire,,2021/1/22,3297
New Hampshire,,2021/1/23,3577
New Hampshire,,2021/1/24,3757
New Hampshire,,2021/1/25,3618
New Hampshire,,2021/1/26,3635
New Hampshire,,2021/1/27,3952
New Hampshire,,2021/1/28,4259
New Hampshire,,2021/1/29,4545
New Hampshire,,2021/1/30,4846
New Hampshire,,2021/1/31,4996
New Hampshire,,2021/2/1,5127
New Hampshire,,2021/2/2,5542
New Hampshire,,2021/2/3,5027
New Hampshire,,2021/2/4,4948
New Hampshire,,2021/2/5,5105
New Hampshire,,2021/2/6,5348
New Hampshire,,2021/2/7,5368
New Hampshire,,2021/2/8,5155
New Hampshire,,2021/2/9,4704
New Hampshire,,2021/2/10,5417
New Hampshire,,2021/2/11,5574
New Hampshire,,2021/2/12,5424
New Hampshire,,2021/2/13,5642
New Hampshire,,2021/2/14,6093
New Hampshire,,2021/2/15,6570
New Hampshire,,2021/2/16,6846
New Hampshire,,2021/2/17,6018
New Hampshire,,2021/2/18,6109
New Hampshire,,2021/2/19,7182
New Hampshire,,2021/2/20,7089
New Hampshire,,2021/2/21,7467
New Hampshire,,2021/2/22,7900
New Hampshire,,2021/2/23,8231
New Hampshire,,2021/2/24,9131
New Hampshire,,2021/2/25,9198
New Hampshire,,2021/2/26,8355
New Hampshire,,2021/2/27,8639
New Hampshire,,2021/2/28,8685
New Hampshire,,2021/3/1,8130
New Hampshire,,2021/3/2,8039
New Hampshire,,2021/3/3,8178
New Hampshire,,2021/3/4,8368
New Hampshire,,2021/3/5,8375
New Hampshire,,2021/3/6,8620
New Hampshire,,2021/3/7,8643
New Hampshire,,2021/3/8,8668
New Hampshire,,2021/3/9,9056
New Hampshire,,2021/3/10,9412
New Hampshire,,2021/3/11,9833
New Hampshire,,2021/3/12,10400
New Hampshire,,2021/3/13,11285
New Hampshire,,2021/3/14,11228
New Hampshire,,2021/3/15,11392
New Hampshire,,2021/3/16,11078
New Hampshire,,2021/3/17,10485
New Hampshire,,2021/3/18,10138
New Hampshire,,2021/3/19,9945
New Hampshire,,2021/3/20,9188
New Hampshire,,2021/3/21,9893
New Hampshire,,2021/3/22,10336
New Hampshire,,2021/3/23,10574
New Hampshire,,2021/3/24,10876
New Hampshire,,2021/3/25,10935
New Hampshire,,2021/3/26,10529
New Hampshire,,2021/3/27,10228
New Hampshire,,2021/3/28,9785
New Hampshire,,2021/3/29,9284
New Hampshire,,2021/3/30,8804
New Hampshire,,2021/3/31,8585
New Hampshire,,2021/4/1,20212
New Hampshire,,2021/4/2,20919
New Hampshire,,2021/4/3,25560
New Hampshire,,2021/4/4,25119
New Hampshire,,2021/4/5,27730
New Hampshire,,2021/4/6,27685
New Hampshire,,2021/4/7,30627
New Hampshire,,2021/4/8,21544
New Hampshire,,2021/4/9,24005
New Hampshire,,2021/4/10,22532
New Hampshire,,2021/4/11,26249
New Hampshire,,2021/4/12,26006
New Hampshire,,2021/4/13,27959
New Hampshire,,2021/4/14,25522
New Hampshire,,2021/4/15,27383
New Hampshire,,2021/4/16,26648
New Hampshire,,2021/4/17,23707
New Hampshire,,2021/4/18,20183
New Hampshire,,2021/4/19,17672
New Hampshire,,2021/4/20,15984
New Hampshire,,2021/4/21,15137
New Hampshire,,2021/4/22,9598
New Hampshire,,2021/4/23,6404
New Hampshire,,2021/4/24,5025
New Hampshire,,2021/4/25,3993
New Hampshire,,2021/4/26,3924
New Hampshire,,2021/4/27,3401
New Hampshire,,2021/4/28,2984
New Hampshire,,2021/4/29,2997
New Hampshire,,2021/4/30,3088
New Hampshire,,2021/5/1,3390
New Hampshire,,2021/5/2,3429
New Hampshire,,2021/5/3,3424
New Hampshire,,2021/5/4,3556
New Hampshire,,2021/5/5,3534
New Hampshire,,2021/5/6,3044
New Hampshire,,2021/5/7,-47
New Hampshire,,2021/5/8,-386
New Hampshire,,2021/5/9,-380
New Hampshire,,2021/5/10,-372
New Hampshire,,2021/5/11,-678
New Hampshire,,2021/5/12,-459
New Hampshire,,2021/5/13,5993
New Hampshire,,2021/5/14,9004
New Hampshire,,2021/5/15,9027
New Hampshire,,2021/5/16,8991
New Hampshire,,2021/5/17,8986
New Hampshire,,2021/5/18,9293
New Hampshire,,2021/5/19,16521
New Hampshire,,2021/5/20,10638
New Hampshire,,2021/5/21,18265
New Hampshire,,2021/5/22,18263
New Hampshire,,2021/5/23,18302
New Hampshire,,2021/5/24,18789
New Hampshire,,2021/5/25,18634
New Hampshire,,2021/5/26,11180
New Jersey,,2021/1/13,41937
New Jersey,,2021/1/14,21188
New Jersey,,2021/1/15,32008
New Jersey,,2021/1/16,29199
New Jersey,,2021/1/17,27513
New Jersey,,2021/1/18,26389
New Jersey,,2021/1/19,25586
New Jersey,,2021/1/20,24177
New Jersey,,2021/1/21,24114
New Jersey,,2021/1/22,21042
